time_entry_id,employee_id,pm_project_id,work_date,cost_code,regular_hours,overtime_hours,approval_status,posted_to_payroll
T-005293,E-010,PC-7712,2026-05-05,260200,8.0,0.0,approved,True
T-005294,E-010,PC-7712,2026-05-06,260200,8.0,0.0,approved,True
T-005295,E-010,PC-7712,2026-05-07,260200,8.0,0.0,approved,True
T-005296,E-010,PC-7712,2026-05-08,260200,8.0,0.0,approved,True
T-005297,E-010,PC-7712,2026-05-09,260200,8.0,0.0,approved,True
T-005298,E-010,PC-7712,2026-05-11,260200,8.0,0.0,approved,True
T-005299,E-010,PC-7712,2026-05-12,260200,8.0,0.0,approved,True
T-005300,E-010,PC-7712,2026-05-13,260200,8.0,0.0,approved,True
T-005301,E-010,PC-7712,2026-05-14,260200,8.0,0.0,approved,True
T-005302,E-010,PC-7712,2026-05-15,260200,8.0,0.0,approved,True
T-005303,E-010,PC-7712,2026-05-16,260200,8.0,0.0,approved,True
T-005304,E-010,PC-7712,2026-05-18,260200,8.0,0.0,approved,True
T-005305,E-010,PC-7712,2026-05-19,260200,8.0,0.0,approved,True
T-005306,E-010,PC-7712,2026-05-20,260200,8.0,0.0,approved,True
T-005307,E-010,PC-7712,2026-05-21,260200,8.0,0.0,approved,True
T-005308,E-010,PC-7712,2026-05-22,260200,8.0,0.0,approved,True
T-005309,E-010,PC-7712,2026-05-23,260200,8.0,0.0,approved,True
T-005310,E-010,PC-7712,2026-05-25,260200,8.0,0.0,approved,True
T-005311,E-010,PC-7712,2026-05-26,260200,8.0,0.0,approved,True
T-005312,E-010,PC-7712,2026-05-27,260200,8.0,0.0,approved,True
T-005313,E-010,PC-7712,2026-05-28,260200,8.0,0.0,approved,True
T-005314,E-010,PC-7712,2026-05-29,260200,8.0,0.0,approved,True
T-005315,E-010,PC-7712,2026-05-30,260200,8.0,0.0,approved,True
T-005316,E-011,PC-7712,2026-05-01,260200,8.0,0.0,approved,True
T-005317,E-011,PC-7712,2026-05-02,260200,8.0,0.0,approved,True
T-005318,E-011,PC-7712,2026-05-04,260200,8.0,0.0,approved,True
T-005319,E-011,PC-7712,2026-05-05,260200,8.0,0.0,approved,True
T-005320,E-011,PC-7712,2026-05-06,260200,8.0,0.0,approved,True
T-005321,E-011,PC-7712,2026-05-07,260200,8.0,0.0,approved,True
T-005322,E-011,PC-7712,2026-05-08,260200,8.0,0.0,approved,True
T-005323,E-011,PC-7712,2026-05-09,260200,8.0,0.0,approved,True
T-005324,E-011,PC-7712,2026-05-11,260200,8.0,0.0,approved,True
T-005325,E-011,PC-7712,2026-05-12,260200,8.0,0.0,approved,True
T-005326,E-011,PC-7712,2026-05-13,260200,8.0,0.0,approved,True
T-005327,E-011,PC-7712,2026-05-14,260200,8.0,0.0,approved,True
T-005328,E-011,PC-7712,2026-05-15,260200,8.0,0.0,approved,True
T-005329,E-011,PC-7712,2026-05-16,260200,8.0,0.0,approved,True
T-005330,E-011,PC-7712,2026-05-18,260200,8.0,0.0,approved,True
T-005331,E-011,PC-7712,2026-05-19,260200,8.0,0.0,approved,True
T-005332,E-011,PC-7712,2026-05-20,260200,8.0,0.0,approved,True
T-005333,E-011,PC-7712,2026-05-21,260200,8.0,0.0,approved,True
T-005334,E-011,PC-7712,2026-05-22,260200,8.0,0.0,approved,True
T-005335,E-011,PC-7712,2026-05-23,260200,8.0,0.0,approved,True
T-005336,E-011,PC-7712,2026-05-25,260200,8.0,0.0,approved,True
T-005337,E-011,PC-7712,2026-05-26,260200,8.0,0.0,approved,True
T-005338,E-011,PC-7712,2026-05-27,260200,8.0,0.0,approved,True
T-005339,E-011,PC-7712,2026-05-28,260200,8.0,0.0,approved,True
T-005340,E-011,PC-7712,2026-05-29,260200,8.0,0.0,approved,True
T-005341,E-011,PC-7712,2026-05-30,260200,8.0,0.0,approved,True
T-005342,E-012,PC-7712,2026-05-01,260200,8.0,0.0,approved,True
T-005343,E-012,PC-7712,2026-05-02,260200,8.0,0.0,approved,True
T-005344,E-012,PC-7712,2026-05-04,260200,8.0,0.0,approved,True
T-005345,E-012,PC-7712,2026-05-05,260200,8.0,0.0,approved,True
T-005346,E-012,PC-7712,2026-05-06,260200,8.0,0.0,approved,True
T-005347,E-012,PC-7712,2026-05-07,260200,8.0,0.0,approved,True
T-005348,E-012,PC-7712,2026-05-08,260200,8.0,0.0,approved,True
T-005349,E-012,PC-7712,2026-05-09,260200,8.0,0.0,approved,True
T-005350,E-012,PC-7712,2026-05-11,260200,8.0,0.0,approved,True
T-005351,E-012,PC-7712,2026-05-12,260200,8.0,0.0,approved,True
T-005352,E-012,PC-7712,2026-05-13,260200,8.0,0.0,approved,True
T-005353,E-012,PC-7712,2026-05-14,260200,8.0,0.0,approved,True
T-005354,E-012,PC-7712,2026-05-15,260200,8.0,0.0,approved,True
T-005355,E-012,PC-7712,2026-05-16,260200,8.0,0.0,approved,True
T-005356,E-012,PC-7712,2026-05-18,260200,8.0,0.0,approved,True
T-005357,E-012,PC-7712,2026-05-19,260200,8.0,0.0,approved,True
T-005358,E-012,PC-7712,2026-05-20,260200,8.0,0.0,approved,True
T-005359,E-012,PC-7712,2026-05-21,260200,8.0,0.0,approved,True
T-005360,E-012,PC-7712,2026-05-22,260200,8.0,0.0,approved,True
T-005361,E-012,PC-7712,2026-05-23,260200,8.0,0.0,approved,True
T-005362,E-012,PC-7712,2026-05-25,260200,8.0,0.0,approved,True
T-005363,E-012,PC-7712,2026-05-26,260200,8.0,0.0,approved,True
T-005364,E-012,PC-7712,2026-05-27,260200,8.0,0.0,approved,True
T-005365,E-012,PC-7712,2026-05-28,260200,8.0,0.0,approved,True
T-005366,E-012,PC-7712,2026-05-29,260200,8.0,0.0,approved,True
T-005367,E-012,PC-7712,2026-05-30,260200,8.0,0.0,approved,True
T-005368,E-013,PC-7712,2026-05-01,260200,8.0,0.0,approved,True
T-005369,E-013,PC-7712,2026-05-02,260200,8.0,0.0,approved,True
T-005370,E-013,PC-7712,2026-05-04,260200,8.0,0.0,approved,True
T-005371,E-013,PC-7712,2026-05-05,260200,8.0,0.0,approved,True
T-005372,E-013,PC-7712,2026-05-06,260200,8.0,0.0,approved,True
T-005373,E-013,PC-7712,2026-05-07,260200,8.0,0.0,approved,True
T-005374,E-013,PC-7712,2026-05-08,260200,8.0,0.0,approved,True
T-005375,E-013,PC-7712,2026-05-09,260200,8.0,0.0,approved,True
T-005376,E-013,PC-7712,2026-05-11,260200,8.0,0.0,approved,True
T-005377,E-013,PC-7712,2026-05-12,260200,8.0,0.0,approved,True
T-005378,E-013,PC-7712,2026-05-13,260200,8.0,0.0,approved,True
T-005379,E-013,PC-7712,2026-05-14,260200,8.0,0.0,approved,True
T-005380,E-013,PC-7712,2026-05-15,260200,8.0,0.0,approved,True
T-005381,E-013,PC-7712,2026-05-16,260200,8.0,0.0,approved,True
T-005382,E-013,PC-7712,2026-05-18,260200,8.0,0.0,approved,True
T-005383,E-013,PC-7712,2026-05-19,260200,8.0,0.0,approved,True
T-005384,E-013,PC-7712,2026-05-20,260200,8.0,0.0,approved,True
T-005385,E-013,PC-7712,2026-05-21,260200,8.0,0.0,approved,True
T-005386,E-013,PC-7712,2026-05-22,260200,8.0,0.0,approved,True
T-005387,E-013,PC-7712,2026-05-23,260200,8.0,0.0,approved,True
T-005388,E-013,PC-7712,2026-05-25,260200,8.0,0.0,approved,True
T-005389,E-013,PC-7712,2026-05-26,260200,8.0,0.0,approved,True
T-005390,E-004,PC-7712,2026-05-23,260300,3.4,0.0,approved,True
T-005391,E-004,PC-7712,2026-05-25,260300,4.0,0.0,approved,True
T-005392,E-004,PC-7712,2026-05-26,260300,4.0,0.0,approved,True
T-005393,E-004,PC-7712,2026-05-27,260300,4.0,0.0,approved,True
T-005394,E-004,PC-7712,2026-05-28,260300,4.0,0.0,approved,True
T-005395,E-004,PC-7712,2026-05-29,260300,4.0,0.0,approved,True
T-005396,E-004,PC-7712,2026-05-30,260300,4.0,0.0,approved,True
T-005397,E-005,PC-7712,2026-05-01,260300,4.0,0.0,approved,True
T-005398,E-005,PC-7712,2026-05-02,260300,4.0,0.0,approved,True
T-005399,E-005,PC-7712,2026-05-04,260300,4.0,0.0,approved,True
T-005400,E-005,PC-7712,2026-05-05,260300,4.0,0.0,approved,True
T-005401,E-005,PC-7712,2026-05-06,260300,4.0,0.0,approved,True
T-005402,E-005,PC-7712,2026-05-07,260300,4.0,0.0,approved,True
T-005403,E-005,PC-7712,2026-05-08,260300,4.0,0.0,approved,True
T-005404,E-005,PC-7712,2026-05-09,260300,4.0,0.0,approved,True
T-005405,E-005,PC-7712,2026-05-11,260300,4.0,0.0,approved,True
T-005406,E-005,PC-7712,2026-05-12,260300,4.0,0.0,approved,True
T-005407,E-005,PC-7712,2026-05-13,260300,4.0,0.0,approved,True
T-005408,E-005,PC-7712,2026-05-14,260300,4.0,0.0,approved,True
T-005409,E-005,PC-7712,2026-05-15,260300,4.0,0.0,approved,True
T-005410,E-005,PC-7712,2026-05-16,260300,4.0,0.0,approved,True
T-005411,E-005,PC-7712,2026-05-18,260300,4.0,0.0,approved,True
T-005412,E-005,PC-7712,2026-05-19,260300,4.0,0.0,approved,True
T-005413,E-005,PC-7712,2026-05-20,260300,4.0,0.0,approved,True
T-005414,E-005,PC-7712,2026-05-21,260300,4.0,0.0,approved,True
T-005415,E-005,PC-7712,2026-05-22,260300,4.0,0.0,approved,True
T-005416,E-005,PC-7712,2026-05-23,260300,4.0,0.0,approved,True
T-005417,E-005,PC-7712,2026-05-25,260300,4.0,0.0,approved,True
T-005418,E-005,PC-7712,2026-05-26,260300,4.0,0.0,approved,True
T-005419,E-005,PC-7712,2026-05-27,260300,4.0,0.0,approved,True
T-005420,E-005,PC-7712,2026-05-28,260300,4.0,0.0,approved,True
T-005421,E-005,PC-7712,2026-05-29,260300,4.0,0.0,approved,True
T-005422,E-005,PC-7712,2026-05-30,260300,4.0,0.0,approved,True
T-005423,E-006,PC-7712,2026-05-01,260300,4.0,0.0,approved,True
T-005424,E-006,PC-7712,2026-05-02,260300,4.0,0.0,approved,True
T-005425,E-006,PC-7712,2026-05-04,260300,4.0,0.0,approved,True
T-005426,E-006,PC-7712,2026-05-05,260300,4.0,0.0,approved,True
T-005427,E-006,PC-7712,2026-05-06,260300,4.0,0.0,approved,True
T-005428,E-006,PC-7712,2026-05-07,260300,4.0,0.0,approved,True
T-005429,E-006,PC-7712,2026-05-08,260300,4.0,0.0,approved,True
T-005430,E-006,PC-7712,2026-05-09,260300,4.0,0.0,approved,True
T-005431,E-006,PC-7712,2026-05-11,260300,4.0,0.0,approved,True
T-005432,E-006,PC-7712,2026-05-12,260300,4.0,0.0,approved,True
T-005433,E-006,PC-7712,2026-05-13,260300,4.0,0.0,approved,True
T-005434,E-006,PC-7712,2026-05-14,260300,4.0,0.0,approved,True
T-005435,E-006,PC-7712,2026-05-15,260300,4.0,0.0,approved,True
T-005436,E-006,PC-7712,2026-05-16,260300,4.0,0.0,approved,True
T-005437,E-006,PC-7712,2026-05-18,260300,4.0,0.0,approved,True
T-005438,E-006,PC-7712,2026-05-19,260300,4.0,0.0,approved,True
T-005439,E-006,PC-7712,2026-05-20,260300,4.0,0.0,approved,True
T-005440,E-006,PC-7712,2026-05-21,260300,4.0,0.0,approved,True
T-005441,E-006,PC-7712,2026-05-22,260300,4.0,0.0,approved,True
T-005442,E-006,PC-7712,2026-05-23,260300,4.0,0.0,approved,True
T-005443,E-006,PC-7712,2026-05-25,260300,4.0,0.0,approved,True
T-005444,E-006,PC-7712,2026-05-26,260300,4.0,0.0,approved,True
T-005445,E-006,PC-7712,2026-05-27,260300,4.0,0.0,approved,True
T-005446,E-006,PC-7712,2026-05-28,260300,4.0,0.0,approved,True
T-005447,E-006,PC-7712,2026-05-29,260300,4.0,0.0,approved,True
T-005448,E-006,PC-7712,2026-05-30,260300,4.0,0.0,approved,True
T-005449,E-007,PC-7712,2026-05-01,260300,4.0,0.0,approved,True
T-005450,E-007,PC-7712,2026-05-02,260300,4.0,0.0,approved,True
T-005451,E-007,PC-7712,2026-05-04,260300,4.0,0.0,approved,True
T-005452,E-007,PC-7712,2026-05-05,260300,4.0,0.0,approved,True
T-005453,E-007,PC-7712,2026-05-06,260300,4.0,0.0,approved,True
T-005454,E-007,PC-7712,2026-05-07,260300,4.0,0.0,approved,True
T-005455,E-007,PC-7712,2026-05-08,260300,4.0,0.0,approved,True
T-005456,E-007,PC-7712,2026-05-09,260300,4.0,0.0,approved,True
T-005457,E-007,PC-7712,2026-05-11,260300,4.0,0.0,approved,True
T-005458,E-007,PC-7712,2026-05-12,260300,4.0,0.0,approved,True
T-005459,E-007,PC-7712,2026-05-13,260300,4.0,0.0,approved,True
T-005460,E-007,PC-7712,2026-05-14,260300,4.0,0.0,approved,True
T-005461,E-007,PC-7712,2026-05-15,260300,4.0,0.0,approved,True
T-005462,E-007,PC-7712,2026-05-16,260300,4.0,0.0,approved,True
T-005463,E-007,PC-7712,2026-05-18,260300,4.0,0.0,approved,True
T-005464,E-007,PC-7712,2026-05-19,260300,4.0,0.0,approved,True
T-005465,E-007,PC-7712,2026-05-20,260300,4.0,0.0,approved,True
T-005466,E-007,PC-7712,2026-05-21,260300,4.0,0.0,approved,True
T-005467,E-007,PC-7712,2026-05-22,260300,4.0,0.0,approved,True
T-005468,E-007,PC-7712,2026-05-23,260300,4.0,0.0,approved,True
T-005469,E-007,PC-7712,2026-05-25,260300,4.0,0.0,approved,True
T-005470,E-007,PC-7712,2026-05-26,260300,4.0,0.0,approved,True
T-005471,E-007,PC-7712,2026-05-27,260300,4.0,0.0,approved,True
T-005472,E-007,PC-7712,2026-05-28,260300,4.0,0.0,approved,True
T-005473,E-007,PC-7712,2026-05-29,260300,4.0,0.0,approved,True
T-005474,E-007,PC-7712,2026-05-30,260300,4.0,0.0,approved,True
T-005475,E-008,PC-7712,2026-05-01,260300,4.0,0.0,approved,True
T-005476,E-008,PC-7712,2026-05-02,260300,4.0,0.0,approved,True
T-005477,E-008,PC-7712,2026-05-04,260300,4.0,0.0,approved,True
T-005478,E-008,PC-7712,2026-05-05,260300,4.0,0.0,approved,True
T-005479,E-008,PC-7712,2026-05-06,260300,4.0,0.0,approved,True
T-005480,E-008,PC-7712,2026-05-07,260300,4.0,0.0,approved,True
T-005481,E-008,PC-7712,2026-05-08,260300,4.0,0.0,approved,True
T-005482,E-008,PC-7712,2026-05-09,260300,4.0,0.0,approved,True
T-005483,E-008,PC-7712,2026-05-11,260300,4.0,0.0,approved,True
T-005484,E-008,PC-7712,2026-05-12,260300,4.0,0.0,approved,True
T-005485,E-008,PC-7712,2026-05-13,260300,4.0,0.0,approved,True
T-005486,E-008,PC-7712,2026-05-14,260300,4.0,0.0,approved,True
T-005487,E-008,PC-7712,2026-05-15,260300,4.0,0.0,approved,True
T-005488,E-008,PC-7712,2026-05-16,260300,4.0,0.0,approved,True
T-005489,E-008,PC-7712,2026-05-18,260300,4.0,0.0,approved,True
T-005490,E-008,PC-7712,2026-05-19,260300,4.0,0.0,approved,True
T-005491,E-008,PC-7712,2026-05-20,260300,4.0,0.0,approved,True
T-005492,E-008,PC-7712,2026-05-21,260300,4.0,0.0,approved,True
T-005493,E-008,PC-7712,2026-05-22,260300,4.0,0.0,approved,True
T-005494,E-008,PC-7712,2026-05-23,260300,4.0,0.0,approved,True
T-005495,E-008,PC-7712,2026-05-25,260300,4.0,0.0,approved,True
T-005496,E-008,PC-7712,2026-05-26,260300,4.0,0.0,approved,True
T-005497,E-008,PC-7712,2026-05-27,260300,4.0,0.0,approved,True
T-005498,E-008,PC-7712,2026-05-28,260300,4.0,0.0,approved,True
T-005499,E-008,PC-7712,2026-05-29,260300,4.0,0.0,approved,True
T-005500,E-008,PC-7712,2026-05-30,260300,4.0,0.0,approved,True
T-005501,E-009,PC-7712,2026-05-01,260300,4.0,0.0,approved,True
T-005502,E-009,PC-7712,2026-05-02,260300,4.0,0.0,approved,True
T-005503,E-009,PC-7712,2026-05-04,260300,1.7,2.3,approved,True
T-005504,E-009,PC-7712,2026-05-05,260300,0.0,4.0,approved,True
T-005505,E-009,PC-7712,2026-05-06,260300,0.0,1.4,approved,True
T-005506,E-009,PC-7712,2026-05-06,260400,2.6,-0.0,approved,True
T-005507,E-009,PC-7712,2026-05-07,260400,4.0,0.0,approved,True
T-005508,E-009,PC-7712,2026-05-08,260400,4.0,0.0,approved,True
T-005509,E-009,PC-7712,2026-05-09,260400,4.0,0.0,approved,True
T-005510,E-009,PC-7712,2026-05-11,260400,4.0,0.0,approved,True
T-005511,E-009,PC-7712,2026-05-12,260400,4.0,0.0,approved,True
T-005512,E-009,PC-7712,2026-05-13,260400,4.0,0.0,approved,True
T-005513,E-009,PC-7712,2026-05-14,260400,4.0,0.0,approved,True
T-005514,E-009,PC-7712,2026-05-15,260400,4.0,0.0,approved,True
T-005515,E-009,PC-7712,2026-05-16,260400,4.0,0.0,approved,True
T-005516,E-009,PC-7712,2026-05-18,260400,4.0,0.0,approved,True
T-005517,E-009,PC-7712,2026-05-19,260400,4.0,0.0,approved,True
T-005518,E-009,PC-7712,2026-05-20,260400,4.0,0.0,approved,True
T-005519,E-009,PC-7712,2026-05-21,260400,4.0,0.0,approved,True
T-005520,E-009,PC-7712,2026-05-22,260400,4.0,0.0,approved,True
T-005521,E-009,PC-7712,2026-05-23,260400,4.0,0.0,approved,True
T-005522,E-009,PC-7712,2026-05-25,260400,4.0,0.0,approved,True
T-005523,E-009,PC-7712,2026-05-26,260400,4.0,0.0,approved,True
T-005524,E-009,PC-7712,2026-05-27,260400,4.0,0.0,approved,True
T-005525,E-009,PC-7712,2026-05-28,260400,4.0,0.0,approved,True
T-005526,E-009,PC-7712,2026-05-29,260400,4.0,0.0,approved,True
T-005527,E-009,PC-7712,2026-05-30,260400,4.0,0.0,approved,True
T-005528,E-010,PC-7712,2026-05-01,260400,4.0,0.0,approved,True
T-005529,E-010,PC-7712,2026-05-02,260400,4.0,0.0,approved,True
T-005530,E-010,PC-7712,2026-05-04,260400,4.0,0.0,approved,True
T-005531,E-010,PC-7712,2026-05-05,260400,4.0,0.0,approved,True
T-005532,E-010,PC-7712,2026-05-06,260400,4.0,0.0,approved,True
T-005533,E-010,PC-7712,2026-05-07,260400,4.0,0.0,approved,True
T-005534,E-010,PC-7712,2026-05-08,260400,4.0,0.0,approved,True
T-005535,E-010,PC-7712,2026-05-09,260400,4.0,0.0,approved,True
T-005536,E-010,PC-7712,2026-05-11,260400,4.0,0.0,approved,True
T-005537,E-010,PC-7712,2026-05-12,260400,4.0,0.0,approved,True
T-005538,E-010,PC-7712,2026-05-13,260400,4.0,0.0,approved,True
T-005539,E-010,PC-7712,2026-05-14,260400,4.0,0.0,approved,True
T-005540,E-010,PC-7712,2026-05-15,260400,4.0,0.0,approved,True
T-005541,E-010,PC-7712,2026-05-16,260400,4.0,0.0,approved,True
T-005542,E-010,PC-7712,2026-05-18,260400,4.0,0.0,approved,True
T-005543,E-010,PC-7712,2026-05-19,260400,4.0,0.0,approved,True
T-005544,E-010,PC-7712,2026-05-20,260400,4.0,0.0,approved,True
T-005545,E-010,PC-7712,2026-05-21,260400,4.0,0.0,approved,True
T-005546,E-010,PC-7712,2026-05-22,260400,4.0,0.0,approved,True
T-005547,E-010,PC-7712,2026-05-23,260400,4.0,0.0,approved,True
T-005548,E-010,PC-7712,2026-05-25,260400,4.0,0.0,approved,True
T-005549,E-010,PC-7712,2026-05-26,260400,4.0,0.0,approved,True
T-005550,E-010,PC-7712,2026-05-27,260400,4.0,0.0,approved,True
T-005551,E-010,PC-7712,2026-05-28,260400,4.0,0.0,approved,True
T-005552,E-010,PC-7712,2026-05-29,260400,4.0,0.0,approved,True
T-005553,E-010,PC-7712,2026-05-30,260400,4.0,0.0,approved,True
T-005554,E-011,PC-7712,2026-05-01,260400,4.0,0.0,approved,True
T-005555,E-011,PC-7712,2026-05-02,260400,4.0,0.0,approved,True
T-005556,E-011,PC-7712,2026-05-04,260400,4.0,0.0,approved,True
T-005557,E-011,PC-7712,2026-05-05,260400,4.0,0.0,approved,True
T-005558,E-011,PC-7712,2026-05-06,260400,4.0,0.0,approved,True
T-005559,E-011,PC-7712,2026-05-07,260400,4.0,0.0,approved,True
T-005560,E-011,PC-7712,2026-05-08,260400,4.0,0.0,approved,True
T-005561,E-011,PC-7712,2026-05-09,260400,4.0,0.0,approved,True
T-005562,E-011,PC-7712,2026-05-11,260400,4.0,0.0,approved,True
T-005563,E-011,PC-7712,2026-05-12,260400,4.0,0.0,approved,True
T-005564,E-011,PC-7712,2026-05-13,260400,4.0,0.0,approved,True
T-005565,E-011,PC-7712,2026-05-14,260400,4.0,0.0,approved,True
T-005566,E-011,PC-7712,2026-05-15,260400,4.0,0.0,approved,True
T-005567,E-011,PC-7712,2026-05-16,260400,4.0,0.0,approved,True
T-005568,E-011,PC-7712,2026-05-18,260400,4.0,0.0,approved,True
T-005569,E-011,PC-7712,2026-05-19,260400,4.0,0.0,approved,True
T-005570,E-011,PC-7712,2026-05-20,260400,4.0,0.0,approved,True
T-005571,E-011,PC-7712,2026-05-21,260400,4.0,0.0,approved,True
T-005572,E-011,PC-7712,2026-05-22,260400,4.0,0.0,approved,True
T-005573,E-011,PC-7712,2026-05-23,260400,4.0,0.0,approved,True
T-005574,E-011,PC-7712,2026-05-25,260400,4.0,0.0,approved,True
T-005575,E-011,PC-7712,2026-05-26,260400,4.0,0.0,approved,True
T-005576,E-011,PC-7712,2026-05-27,260400,4.0,0.0,approved,True
T-005577,E-011,PC-7712,2026-05-28,260400,4.0,0.0,approved,True
T-005578,E-011,PC-7712,2026-05-29,260400,4.0,0.0,approved,True
T-005579,E-011,PC-7712,2026-05-30,260400,4.0,0.0,approved,True
T-005580,E-012,PC-7712,2026-05-01,260400,4.0,0.0,approved,True
T-005581,E-012,PC-7712,2026-05-02,260400,4.0,0.0,approved,True
T-005582,E-012,PC-7712,2026-05-04,260400,4.0,0.0,approved,True
T-005583,E-012,PC-7712,2026-05-05,260400,4.0,0.0,approved,True
T-005584,E-012,PC-7712,2026-05-06,260400,4.0,0.0,approved,True
T-005585,E-012,PC-7712,2026-05-07,260400,4.0,0.0,approved,True
T-005586,E-012,PC-7712,2026-05-08,260400,4.0,0.0,approved,True
T-005587,E-012,PC-7712,2026-05-09,260400,4.0,0.0,approved,True
T-005588,E-012,PC-7712,2026-05-11,260400,4.0,0.0,approved,True
T-005589,E-012,PC-7712,2026-05-12,260400,4.0,0.0,approved,True
T-005590,E-012,PC-7712,2026-05-13,260400,4.0,0.0,approved,True
T-005591,E-012,PC-7712,2026-05-14,260400,4.0,0.0,approved,True
T-005592,E-012,PC-7712,2026-05-15,260400,4.0,0.0,approved,True
T-005593,E-012,PC-7712,2026-05-16,260400,4.0,0.0,approved,True
T-005594,E-012,PC-7712,2026-05-18,260400,4.0,0.0,approved,True
T-005595,E-012,PC-7712,2026-05-19,260400,4.0,0.0,approved,True
T-005596,E-012,PC-7712,2026-05-20,260400,4.0,0.0,approved,True
T-005597,E-012,PC-7712,2026-05-21,260400,4.0,0.0,approved,True
T-005598,E-012,PC-7712,2026-05-22,260400,4.0,0.0,approved,True
T-005599,E-012,PC-7712,2026-05-23,260400,4.0,0.0,approved,True
T-005600,E-012,PC-7712,2026-05-25,260400,4.0,0.0,approved,True
T-005601,E-012,PC-7712,2026-05-26,260400,4.0,0.0,approved,True
T-005602,E-012,PC-7712,2026-05-27,260400,4.0,0.0,approved,True
T-005603,E-012,PC-7712,2026-05-28,260400,4.0,0.0,approved,True
T-005604,E-012,PC-7712,2026-05-29,260400,4.0,0.0,approved,True
T-005605,E-012,PC-7712,2026-05-30,260400,4.0,0.0,approved,True
T-005606,E-013,PC-7712,2026-05-01,260400,4.0,0.0,approved,True
T-005607,E-013,PC-7712,2026-05-02,260400,4.0,0.0,approved,True
T-005608,E-013,PC-7712,2026-05-04,260400,4.0,0.0,approved,True
T-005609,E-013,PC-7712,2026-05-05,260400,4.0,0.0,approved,True
T-005610,E-013,PC-7712,2026-05-06,260400,4.0,0.0,approved,True
T-005611,E-013,PC-7712,2026-05-07,260400,4.0,0.0,approved,True
T-005612,E-013,PC-7712,2026-05-08,260400,4.0,0.0,approved,True
T-005613,E-013,PC-7712,2026-05-09,260400,4.0,0.0,approved,True
T-005614,E-013,PC-7712,2026-05-11,260400,4.0,0.0,approved,True
T-005615,E-013,PC-7712,2026-05-12,260400,4.0,0.0,approved,True
T-005616,E-013,PC-7712,2026-05-13,260400,4.0,0.0,approved,True
T-005617,E-013,PC-7712,2026-05-14,260400,4.0,0.0,approved,True
T-005618,E-013,PC-7712,2026-05-15,260400,4.0,0.0,approved,True
T-005619,E-013,PC-7712,2026-05-16,260400,4.0,0.0,approved,True
T-005620,E-013,PC-7712,2026-05-18,260400,4.0,0.0,approved,True
T-005621,E-013,PC-7712,2026-05-19,260400,4.0,0.0,approved,True
T-005622,E-013,PC-7712,2026-05-20,260400,4.0,0.0,approved,True
T-005623,E-013,PC-7712,2026-05-21,260400,4.0,0.0,approved,True
T-005624,E-013,PC-7712,2026-05-22,260400,4.0,0.0,approved,True
T-005625,E-013,PC-7712,2026-05-23,260400,4.0,0.0,approved,True
T-005626,E-013,PC-7712,2026-05-25,260400,4.0,0.0,approved,True
T-005627,E-013,PC-7712,2026-05-26,260400,4.0,0.0,approved,True
T-005628,E-013,PC-7712,2026-05-27,260400,8.0,4.0,approved,True
T-005629,E-013,PC-7712,2026-05-28,260400,8.0,4.0,approved,True
T-005630,E-013,PC-7712,2026-05-29,260400,8.0,3.6,approved,True
T-005631,E-013,PC-7712,2026-05-30,260400,8.0,0.0,approved,True
T-005632,E-014,PC-7712,2026-05-01,260400,8.0,0.0,approved,True
T-005633,E-014,PC-7712,2026-05-02,260400,8.0,0.0,approved,True
T-005634,E-014,PC-7712,2026-05-04,260400,8.0,0.0,approved,True
T-005635,E-014,PC-7712,2026-05-05,260400,8.0,0.0,approved,True
T-005636,E-014,PC-7712,2026-05-06,260400,8.0,0.0,approved,True
T-005637,E-014,PC-7712,2026-05-07,260400,8.0,0.0,approved,True
T-005638,E-014,PC-7712,2026-05-08,260400,8.0,0.0,approved,True
T-005639,E-014,PC-7712,2026-05-09,260400,8.0,0.0,approved,True
T-005640,E-014,PC-7712,2026-05-11,260400,8.0,0.0,approved,True
T-005641,E-014,PC-7712,2026-05-12,260400,8.0,0.0,approved,True
T-005642,E-014,PC-7712,2026-05-13,260400,8.0,0.0,approved,True
T-005643,E-014,PC-7712,2026-05-14,260400,8.0,0.0,approved,True
T-005644,E-014,PC-7712,2026-05-15,260400,8.0,0.0,approved,True
T-005645,E-014,PC-7712,2026-05-16,260400,8.0,0.0,approved,True
T-005646,E-014,PC-7712,2026-05-18,260400,8.0,0.0,approved,True
T-005647,E-014,PC-7712,2026-05-19,260400,8.0,0.0,approved,True
T-005648,E-014,PC-7712,2026-05-20,260400,8.0,0.0,approved,True
T-005649,E-014,PC-7712,2026-05-21,260400,8.0,0.0,approved,True
T-005650,E-014,PC-7712,2026-05-22,260400,8.0,0.0,approved,True
T-005651,E-014,PC-7712,2026-05-23,260400,8.0,0.0,approved,True
T-005652,E-014,PC-7712,2026-05-25,260400,6.4,0.0,approved,True
T-005653,E-013,PC-7712,2026-05-29,260500,0.4,0.0,approved,True
T-005654,E-013,PC-7712,2026-05-30,260500,4.0,0.0,approved,True
T-005655,E-014,PC-7712,2026-05-01,260500,4.0,0.0,approved,True
T-005656,E-014,PC-7712,2026-05-02,260500,4.0,0.0,approved,True
T-005657,E-014,PC-7712,2026-05-04,260500,4.0,0.0,approved,True
T-005658,E-014,PC-7712,2026-05-05,260500,4.0,0.0,approved,True
